Easting,Northing,RL
1046623.523,6015749.687,-7960.382378
1051146.422,6015467.76,-7960.002515
1055669.452,6015183.487,-7961.814952
1060192.615,6014896.867,-7958.145447
1064715.911,6014607.899,-7960.462675
1069239.342,6014316.582,-7962.416539
1073762.908,6014022.917,-7964.807403
1078286.611,6013726.901,-7972.562422
1082810.452,6013428.536,-7974.293911
1087334.432,6013127.819,-7975.50512
1091858.552,6012824.75,-7975.385159
1096382.813,6012519.329,-7971.138904
1100907.215,6012211.554,-7962.071794
1105431.761,6011901.426,-7951.687134
1109956.451,6011588.943,-7941.511125
1114481.286,6011274.105,-7931.01891
1119006.267,6010956.91,-7967.603903
1123531.395,6010637.36,-7984.020361
1128056.671,6010315.451,-7976.883812
1132582.097,6009991.185,-7977.144237
454822.497,6038118.789,-586.9308758
459340.278,6038140.698,-546.543642
463858.05,6038160.301,-502.3520368
468375.813,6038177.598,-450.6917088
472893.568,6038192.588,-396.6595968
477411.317,6038205.272,-341.5790465
481929.06,6038215.65,-286.8146424
486446.799,6038223.722,-235.6921457
490964.534,6038229.487,-194.0798995
495482.268,6038232.947,-161.6102773
500000,6038234.1,-130.9021697
504517.732,6038232.947,-100.8312719
509035.466,6038229.487,-70.63041968
513553.201,6038223.722,-40.03296774
518070.94,6038215.65,-8.923711013
522588.683,6038205.272,21.80230018
527106.432,6038192.588,53.81940828
531624.187,6038177.598,86.05987917
536141.95,6038160.301,117.7659137
540659.722,6038140.698,146.4444257
545177.503,6038118.789,172.7517386
549695.296,6038094.573,203.1261794
554213.1,6038068.051,234.2245951
558730.918,6038039.222,266.6201375
563248.75,6038008.086,300.5576325
567766.597,6037974.644,336.4669172
572284.461,6037938.895,369.7556993
576802.343,6037900.839,410.1485674
581320.242,6037860.477,454.8816545
585838.162,6037817.807,495.8021098
590356.103,6037772.83,533
594874.065,6037725.546,638.0000003
599392.05,6037675.954,669.9999998
603910.06,6037624.056,977.0000003
608428.094,6037569.849,973.0000002
612946.155,6037513.335,1048
617464.244,6037454.513,1063.999999
621982.361,6037393.383,666.0000009
626500.507,6037329.945,653.0000001
631018.684,6037264.199,882.9999997
635536.893,6037196.145,1305
640055.135,6037125.782,1233
644573.41,6037053.11,1300.999999
649091.721,6036978.129,1135
653610.068,6036900.84,1119
658128.452,6036821.241,1098
662646.875,6036739.333,1122
667165.336,6036655.115,1010.000001
671683.839,6036568.588,1275
676202.383,6036479.75,1263
680720.969,6036388.603,1242
685239.6,6036295.145,1154.000001
689758.275,6036199.376,1083
694276.996,6036101.297,691.0000001
698795.765,6036000.907,733.9999996
703314.581,6035898.205,796.0000001
707833.447,6035793.192,1069.000001
712352.363,6035685.867,1043
716871.331,6035576.231,923.9999997
721390.351,6035464.282,966.9999996
725909.425,6035350.021,1085
730428.553,6035233.447,1083.490803
734947.737,6035114.56,1006.083358
739466.978,6034993.359,901.0947022
743986.277,6034869.846,784.2378589
748505.635,6034744.018,672.5357826
753025.053,6034615.877,609.6060174
757544.533,6034485.421,600.7321365
762064.075,6034352.65,601.0265632
766583.68,6034217.564,601.4882267
771103.35,6034080.164,601.6293257
775623.085,6033940.447,600.0043389
780142.887,6033798.415,594.4742353
784662.757,6033654.066,585.324388
789182.695,6033507.401,569.5967403
793702.704,6033358.419,539.7066757
798222.783,6033207.12,488.8759359
802742.935,6033053.503,437.615175
807263.16,6032897.568,340.6693294
811783.459,6032739.315,94.52779038
816303.834,6032578.744,-150.1241429
820824.284,6032415.853,-562.5737934
825344.813,6032250.643,-825.8625528
829865.42,6032083.114,-1042.220488
834386.107,6031913.264,-1257.270122
838906.874,6031741.094,-1484.264714
843427.724,6031566.602,-1709.668023
847948.656,6031389.79,-2114.429175
852469.673,6031210.656,-3119.877279
