,ID,lon,lat,easting,northing,projection,elevation,gw_bore_depth,gw_level,gw_level_std
119536,40144570.0,148.1768483,-19.986060600000002,623121.9969531001,7789629.002559807,55.0,3.9519463794877696,15.0,3.75025,0.9596405251447024
119537,40144762.0,147.88692540899999,-20.008722913,592774.779598973,7787307.704781689,55.0,32.94235373032234,9.5,4.199999999999998,0.3771383477363888
119538,40144768.0,147.970506547,-19.961494185,601548.4705300139,7792486.109010857,55.0,7.5986922400020935,28.8,3.0525,0.18565761497983324
119539,40145787.0,149.169376839,-21.2225045917,725164.9049780978,7651683.282856724,55.0,5.235603172104801,33.0,3.755416666666666,0.4444470269022195
119540,40146065.0,150.76813476700002,-23.056640958000003,886197.2116594436,7445231.579716753,56.0,7.409907343168983,6.3,3.5671428571428567,0.8654876402169093
119541,40146239.0,150.2935341,-23.503467899999997,836388.816924437,7396886.048034098,56.0,51.481225750462905,19.6,10.844339622641511,0.8220625450978094
119542,40146433.0,148.154192185,-23.507231,617842.2690866669,7399854.634025751,55.0,177.73431396781558,13.1,8.480869565217391,3.0039096452622887
119543,40146582.0,150.456635536,-24.61785941,850018.7851283711,7272963.275250355,56.0,256.01539708401106,10.4,4.079801324503312,1.1549040097715155
119544,40146590.0,150.435050269,-24.417027957,848385.8756293235,7295280.887699997,56.0,175.74521270346168,17.1,11.22029761904762,1.887864889231836
119545,40147087.0,150.703874435,-24.530990063,875335.6595877368,7281941.781117363,56.0,253.18263402321077,17.0,13.6805,1.027348407308835
119547,40147916.0,152.275082739,-24.722007794,1033992.2819539832,7255533.381086031,56.0,6.5251845787018965,54.0,4.7295169082125605,0.7917654452206874
119548,40147955.0,152.285351263,-24.737939851,1034965.2216889585,7253724.1405179035,56.0,3.6774166819052088,63.0,2.8792903225806463,2.39832686563414
119549,40148236.0,152.358241569,-24.769609534,1042218.7956660353,7249919.335571694,56.0,3.710889296271682,72.0,1.412346368715084,0.2444171555977627
119550,40148627.0,151.06162776,-24.763139111999998,910864.8123933554,7255172.333774084,56.0,302.8753330913161,23.0,16.932424242424243,2.1517381702594998
119551,40148865.0,152.002418324,-26.600466666,998439.6823857549,7048056.220135491,56.0,332.92854568155553,31.39,7.38602564102564,0.8671872298703608
119552,40149004.0,151.757814066,-26.144646633,975903.095565051,7099577.304736463,56.0,263.90214460806334,12.19,5.8977941176470585,0.40950057670086265
119553,40149009.0,151.771907373,-26.137582498,977343.6270580126,7100309.448597653,56.0,264.11770907180824,13.41,5.902727272727272,0.23361808677480336
119554,40149088.0,151.950513646,-25.946748311999997,996042.4427146907,7120821.68410578,56.0,195.11250037712486,27.43,7.596347826086958,0.5077766205806621
119555,40149917.0,152.3136472,-27.17890942,1026800.5480244448,6982569.752767881,56.0,141.16385884123576,11.27,6.332763157894736,0.5269939545349106
119556,40150707.0,152.2098545,-27.57851522,1014633.1321320289,6938634.554582408,56.0,113.58156339105436,24.0,11.791916666666665,1.8117410115840389
119557,40150762.0,152.3805367,-27.63978642,1031224.2881243709,6931105.741006708,56.0,104.80651477372489,31.0,7.629056603773584,3.5784070790242843
119558,40150823.0,152.51540480000003,-27.43876346,1045560.0104419144,6952841.899247155,56.0,55.65892781995471,19.7,13.296590909090913,0.4413612372371832
119559,40150952.0,152.3834406,-27.6089929,1031660.9008760221,6934512.805003919,56.0,95.45124962083318,28.4,16.461470588235294,2.8672523559436405
119561,40014947.0,151.23801416700002,-24.990916661999997,927940.8496375456,7229363.442939796,56.0,282.9445997479517,17.67,8.1,0.0
119562,40038059.0,148.511080867,-20.327013520999998,657751.9461639016,7751607.963709494,55.0,29.21429660099681,28.96,-11.4,0.0
119563,40040328.0,148.4583593,-27.8152734,643642.1651876676,6922407.326661458,55.0,221.66926605945747,138.0,37.305,3.0050000000000026
119566,40046868.0,150.87744543,-23.873943401,894966.4408179641,7354315.010128759,56.0,83.34949400201499,4.5,2.2805813953488374,1.0277219724600242
119567,40048862.0,148.00055559999998,-19.96027778,604693.6839987728,7792602.265371363,55.0,8.200000799999897,9.0,2.8576923076923064,0.6704895323700076
119568,40048922.0,148.01970177200002,-20.136499802,606578.2120938215,7773086.990628779,55.0,54.984236399998494,18.5,5.2,0.0
119570,40054450.0,150.462783033,-23.571184696,853507.9628378043,7388972.63522886,56.0,99.80631599926313,28.7,9.682666666666666,0.6476981464300242
119571,40055007.0,151.112182612,-24.871750338000002,915621.0089197226,7242972.819155266,56.0,231.49623783917264,23.0,1.46,9.73072710541201
119574,40007044.0,149.1413993,-26.74509574,712965.9884870634,7040005.718936872,55.0,282.67806681332314,260.91,-41.114,24.480846880776
119575,40065775.0,150.388623519,-23.48338212,846161.1014479084,7398886.053653812,56.0,41.62210797422617,17.0,6.164615384615387,1.2642517725432296
119576,40068989.0,150.167037644,-23.626285531999997,823158.6479967921,7383565.970147634,56.0,174.70928303410057,29.5,7.667307692307693,0.3582280933482259
119579,40072170.0,150.921024135,-23.841099032,899511.1146969208,7357834.457345584,56.0,59.085720172250575,24.0,20.777,2.2648534168903742
119580,40076194.0,150.94809292,-23.854292204,902231.2651237742,7356294.708142836,56.0,72.78423233710765,59.3,26.06384615384616,1.7600154652359798
119581,40076297.0,150.18450871,-23.625040052,824945.6924110707,7383664.3313028775,56.0,193.8856819424781,11.7,9.47,0.0
119582,40077478.0,150.483424931,-23.34852343,856215.1511584198,7413602.777766129,56.0,10.833803320000348,12.0,8.853675213675213,1.5945803500621851
119583,40077479.0,150.48335749999998,-23.337947600000003,856236.5252444607,7414775.232055303,56.0,10.497411529598931,10.97,7.108561643835616,1.4706475089276512
119584,40052181.0,152.100059414,-27.547619287,1003912.503881064,6942518.33860621,56.0,157.7757334136396,61.0,-5.77,0.4600000000000004
119585,40066868.0,146.60797680000002,-19.2926085,458812.0040790481,7866748.994842593,55.0,35.13467455232291,33.0,10.3,0.0
119586,40046851.0,150.90790157700002,-23.871048080999998,898080.9026501959,7354550.534233226,56.0,94.41326149366978,23.37,15.883333333333333,1.8636794279330904
119587,40046894.0,150.962298611,-23.859955123000002,903662.5073123728,7355626.226973134,56.0,73.31121044000095,11.33,6.346621621621622,3.067095763812628
119588,40046934.0,150.912341887,-23.854025065,898585.9189390071,7356425.638886625,56.0,83.93903637726339,14.7,3.583815789473684,1.5573991199105195
119589,40046947.0,150.957431169,-23.865417761,903149.1444300567,7355034.370100206,56.0,71.5657120373322,53.0,34.486226415094336,3.5218671218840587
