Well name,Longitude,Latitude,Depth,Basin,dTdz,sigma_dTdz,dTcdz,sigma_dTcdz
Wee Waa-1,149.518366246,-30.350654488,824.78,Gunnedah,0.0,0.0,0.0,0.0
Kogan 1,150.79861,-27.087778,1048.0,Bowen,0.1257503395739955,0.08086979424573135,0.12575207537395228,0.0811499371050568
 PZ26A,149.750190375,-32.065558744,263.0,Sydney  ,0.038991666666666654,0.01695442362793722,0.03802378722222218,0.01699336453602523
Elgin 1,150.3293985,-34.59077984,150.0,Sydney,-0.002017575421472928,0.02401720665681907,-0.003021805114610744,0.024029183456950008
Dural South 1,151.016152,-33.708425,3058.7,Sydney,0.02422705749147156,0.007087087645278902,0.024368382775488882,0.0071235789194168285
Lake Nepean 1,150.599047672,-34.35732125,333.8,Sydney,nan,nan,nan,nan
Hawkesbury Bunnerong 1,151.230056503,-33.970224677,1251.05,Sydney,0.100728438228438,0.16394676308700126,0.10051849149184143,0.1642422841467366
Jamie Inglis 1,150.685403782,-33.9546837,310.0,Sydney  ,0.020974137931034493,0.00842367988930766,0.020030901157635447,0.008373967875203324
GW75089_2,150.638985171,-34.531279767,146.0,Sydney,0.0,0.0,0.0,0.0
Cecil Park 2,150.85032804,-33.88186899,689.5,Sydney,0.0,0.0,0.0,0.0
Moonshine 7,150.67520496,-34.240635989,799.22,Sydney,0.029392024377318502,0.007635244231955007,0.028677691444091144,0.007781151118159791
Kurrajong Heights 1,150.619622039,-33.526883974,2783.43,Sydney,0.11129561934275745,0.2661354383394035,0.11099477012491317,0.266046053185215
East Maitland 1,151.619193123,-32.761473727,3049.219,Sydney,-0.10605557085821558,0.35042702813491455,-0.10589485537750572,0.3506329743620058
Downs 1,150.283246267,-34.598810612,160.0,Sydney,0.01626744598508763,0.005399069604610775,0.015266263131676965,0.005381555625089462
GW75098_3,150.643643772,-34.53063999,143.0,Sydney,0.013399999999999981,5.898697549827395e-17,0.01248172499999999,1.997259309656599e-05
Gil Gil 1,149.876944,-29.189722,1602.0,Gunnedah/Bowen,0.0,0.0,0.0,0.0
GW41057,150.625694613,-34.529828159,145.0,Sydney,0.0,0.0,0.0,0.0
Mardi 1,151.399759343,-33.299532816,149.51,Sydney  ,0.01918046257794541,0.008017671372794518,0.01817355030951154,0.008030674423680613
GW75404_2,150.638985171,-34.531279767,146.0,Sydney,0.013610336700336711,0.0013213782801882775,0.012626406700336698,0.001343846837883019
Appin 1,150.767393814,-34.190539809,679.1,Sydney,0.0,0.0,0.0,0.0
Cut Hill 1,150.679073,-34.000038,994.7,Sydney,nan,nan,nan,nan
Duncans Creek 1,150.66057816,-33.896507043,1259.6,Sydney,0.03642384105960265,0.0,0.03678464569536425,0.0
R753A,149.760319005,-32.166347548,91.0,Sydney  ,0.0,0.0,0.0,0.0
Hawkesbury Munmorah 1,151.499442,-33.232887,260.0,Sydney,0.05349999999999999,0.029420797632513852,0.05255469166666659,0.029473636026029097
PZ14A,149.827540582,-32.169857295,328.0,Sydney  ,0.052240000000000036,0.0,0.051379620000000015,0.0
Tennessee Orchard TO1,150.55134726,-34.34839546,300.0,Sydney,0.018105199075517553,0.011713778494054531,0.017156760084384565,0.0117601189117085
R. Mason 1,150.699888963,-34.134781503,199.17,Sydney  ,0.012363425278842963,0.011276849763911741,0.011372388147870519,0.011266106332763839
Mt Robertson 1,150.571309309,-34.601247581,162.94,Sydney  ,0.014186359191655822,0.015057632586630627,0.01316132344361144,0.015060679034655891
Boomerang Creek 1,151.207223,-33.174079,1060.0,Sydney,0.024454191033138412,0.004298806393072808,0.024523255399610155,0.0043284889437579825
GW040955,150.643643772,-34.53063999,143.0,Sydney,0.0,0.0,0.0,0.0
Burton 1A,148.16412715,-21.63012862,688.0,Bowen,0.0463619047619048,0.016934605782712404,0.04573001642857134,0.01711877935509311
DM Warkworth DDH13,151.0911,-32.619,218.0,Sydney,0.05385333333333331,0.03359368062266735,0.05288354866666661,0.033628667841909606
Megalong Valley 2,150.26902,-33.67464,187.0,Sydney  ,0.030440000000000005,0.0007589466384404393,0.029458244999999987,0.0007455544868585744
Eddie Ross 1,150.58393964,-34.16071826,108.0,Sydney,-0.05532318001622518,0.13450409288925377,-0.05633849765753231,0.13451074178751887
Singleton 1,151.141144,-32.53342,1298.5,Sydney,-1.0188427603924795,0.7398089367129286,-1.0185215396481644,0.739856672934355
M&M Vella 1,150.684721959,-33.666553709,180.77,Sydney  ,0.00235678750085498,0.04188418216450336,0.0013589847379893612,0.041894020469783265
Kay Park 1,150.6834228,-34.1360265,869.2,Sydney,0.027267298939377488,0.01127615651242584,0.026722908341396987,0.011578645236044422
Cecil Park 1,150.84962604,-33.868533961,698.0,Sydney,0.0,0.0,0.0,0.0
Winter Hill Run 2,150.15007411,-34.58170808,214.0,Sydney,0.005919322209564254,0.04692749989604835,0.0049355793519299165,0.04694960470839953
Glenlee 4,150.7549634,-34.0739895,905.0,Sydney,0.01687679936463814,0.0,0.01617591250537741,0.0
Spring Hill 1,150.52283769,-34.52703426,218.65,Sydney,0.003338870713115083,0.057007029134123526,0.0023589761149088425,0.05703095244578018
Moree 1,149.795833,-29.290556,1147.6,Gunnedah/Bowen,0.0,0.0,0.0,0.0
PPG8,150.787936111,-32.420861111,730.0,Sydney  ,0.07029472850985455,0.014087519347455684,0.06982183793813569,0.014168225484479947
Trinity Collage,151.131,-33.899158333,181.0,Sydney,-0.00035667467318358713,0.029366552872936363,-0.0013513834177268445,0.029384783009982166
Siena 1,150.40621899,-34.46004701,101.0,Sydney,0.0002794281953932989,0.04922932107332029,-0.0007366531476433617,0.049235245647564894
R755A,149.772721553,-32.170530532,91.0,Sydney  ,0.0,0.0,0.0,0.0
GBD1,150.9717326,-32.691782187,300.94,Sydney  ,0.027375703463203463,0.015677777144050293,0.026400095898268403,0.015711401166857417
Hopewood Farm 1,150.39579885,-34.4643958,210.0,Sydney,0.014758680801195431,0.013560010093557675,0.013774856489064966,0.013583405079403706
Summer Dell Farm 1,150.321027547,-34.601278395,169.46,Sydney  ,-0.009141001470325196,0.0463149772037936,-0.010145100711972898,0.04633320846592755
Woodside 1,150.40090459,-34.46471191,202.0,Sydney,0.013300840336134465,0.01651395166318258,0.012306351134453782,0.016506466534796004
Mangrove Creek 3,151.14117854,-33.34708255,135.0,Sydney,0.015677161336790636,0.01380842331330109,0.014656543372371132,0.013803645177555507
